unit_code,organization_id,blood_group,component_type,collection_date,expiry_date,status,quality_testing_status,storage_location,source_donation_id
BU-FCCD13DA,HOSP_D,A_POSITIVE,PLATELETS,2024-12-26,2024-12-31,DISPATCHED,PENDING,Shelf-A2,DON_00586
BU-D537A48F,BB_A,O_POSITIVE,RBC,2024-12-04,2025-01-15,RESERVED,FAILED,Shelf-A2,DON_00107
BU-10EAE842,BB_B,A_POSITIVE,WHOLE_BLOOD,2024-12-15,2025-01-19,AVAILABLE,PASSED,Fridge-1,DON_00783
BU-2336CB28,BB_B,O_NEGATIVE,PLATELETS,2024-12-30,2025-01-04,AVAILABLE,PENDING,Shelf-A2,DON_00630
BU-576847D4,BB_B,B_NEGATIVE,PLATELETS,2024-12-28,2025-01-02,AVAILABLE,PASSED,Shelf-A1,DON_00009
BU-71951750,BB_A,O_POSITIVE,RBC,2024-12-02,2025-01-13,RESERVED,PENDING,Shelf-C1,DON_00189
BU-EC9DD75C,HOSP_E,B_POSITIVE,PLATELETS,2024-12-28,2025-01-02,QUARANTINED,FAILED,Shelf-B1,DON_00410
BU-39681F49,HOSP_D,O_POSITIVE,RBC,2024-12-10,2025-01-21,RESERVED,PASSED,Fridge-2,DON_00296
BU-E99AD675,BB_A,A_POSITIVE,PLATELETS,2024-12-29,2025-01-03,AVAILABLE,PASSED,Platelet-Agitator-1,DON_00163
BU-AD3FED6E,HOSP_C,A_POSITIVE,PLASMA,2024-04-11,2025-04-11,EXPIRED,PASSED,Shelf-A2,DON_00309
BU-985DA762,HOSP_D,O_POSITIVE,RBC,2024-11-23,2025-01-04,AVAILABLE,PASSED,Platelet-Agitator-1,DON_00435
BU-04D83FDB,BB_A,A_POSITIVE,PLATELETS,2024-12-26,2024-12-31,AVAILABLE,PASSED,Fridge-2,DON_00041
BU-FD0861C6,HOSP_C,A_POSITIVE,PLATELETS,2024-12-28,2025-01-02,QUARANTINED,REVIEW_REQUIRED,Shelf-B1,DON_00753
BU-73455E85,BB_A,O_POSITIVE,RBC,2024-11-29,2025-01-10,EXPIRED,PASSED,Platelet-Agitator-1,DON_00613
BU-D5F375C0,HOSP_C,O_POSITIVE,PLASMA,2024-10-10,2025-10-10,AVAILABLE,PASSED,Platelet-Agitator-1,DON_00128
BU-AA9FBC70,HOSP_C,A_POSITIVE,PLASMA,2024-10-01,2025-10-01,DISPATCHED,FAILED,Platelet-Agitator-1,DON_00183
BU-BC43EA29,BB_A,O_POSITIVE,RBC,2024-12-02,2025-01-13,AVAILABLE,REVIEW_REQUIRED,Shelf-B2,DON_00743
BU-4EFC7135,HOSP_D,A_POSITIVE,PLASMA,2024-04-11,2025-04-11,DISPATCHED,PASSED,Shelf-B1,DON_00250
BU-80EDC896,BB_B,A_NEGATIVE,RBC,2024-11-25,2025-01-06,RECEIVED,PASSED,Fridge-2,DON_00270
BU-CC3D38F3,HOSP_B,O_POSITIVE,PLASMA,2024-03-18,2025-03-18,QUARANTINED,FAILED,Fridge-3,DON_00356
BU-DE170794,HOSP_D,B_POSITIVE,RBC,2024-12-07,2025-01-18,QUARANTINED,REVIEW_REQUIRED,Shelf-A1,DON_00443
BU-EFF3B765,BB_A,A_POSITIVE,PLATELETS,2024-12-28,2025-01-02,QUARANTINED,REVIEW_REQUIRED,Shelf-A2,DON_00527
BU-63554F3F,HOSP_E,B_NEGATIVE,PLASMA,2024-12-31,2025-12-31,AVAILABLE,PENDING,Shelf-B1,DON_00111
BU-3062302C,BB_B,O_POSITIVE,RBC,2024-11-27,2025-01-08,QUARANTINED,FAILED,Shelf-B1,DON_00154
BU-92327736,HOSP_B,O_POSITIVE,RBC,2024-12-26,2025-02-06,USED,PASSED,Shelf-C1,DON_00211
BU-094F13D4,BB_B,A_POSITIVE,WHOLE_BLOOD,2024-12-10,2025-01-14,AVAILABLE,REVIEW_REQUIRED,Shelf-B2,DON_00188
BU-32945D77,HOSP_D,A_NEGATIVE,WHOLE_BLOOD,2024-12-06,2025-01-10,USED,PASSED,Shelf-C1,DON_00568
BU-18D81015,HOSP_B,AB_NEGATIVE,RBC,2024-11-21,2025-01-02,AVAILABLE,PENDING,Fridge-1,DON_00084
BU-74D8851F,HOSP_B,O_POSITIVE,RBC,2024-12-25,2025-02-05,QUARANTINED,FAILED,Shelf-B2,DON_00326
BU-21411725,HOSP_E,B_NEGATIVE,PLATELETS,2024-12-28,2025-01-02,QUARANTINED,REVIEW_REQUIRED,Shelf-C1,DON_00216
BU-69A626E9,HOSP_C,O_POSITIVE,PLATELETS,2024-12-30,2025-01-04,DISPATCHED,PASSED,Shelf-A2,DON_00309
BU-54E5C1A9,HOSP_E,O_POSITIVE,PLASMA,2024-07-23,2025-07-23,RESERVED,PASSED,Fridge-2,DON_00639
BU-5EA7D2DD,BB_B,O_POSITIVE,RBC,2024-12-09,2025-01-20,EXPIRED,PASSED,Fridge-1,DON_00284
BU-638CDD4B,HOSP_A,A_POSITIVE,PLASMA,2024-02-16,2025-02-15,RECEIVED,PASSED,Shelf-B1,DON_00168
BU-06A1FF9F,HOSP_A,O_POSITIVE,PLATELETS,2024-12-29,2025-01-03,QUARANTINED,REVIEW_REQUIRED,Shelf-B2,DON_00459
BU-68791E74,HOSP_E,A_POSITIVE,RBC,2024-12-10,2025-01-21,AVAILABLE,PASSED,Fridge-2,DON_00626
BU-6E1BFF11,HOSP_E,A_NEGATIVE,PLATELETS,2024-12-30,2025-01-04,QUARANTINED,FAILED,Shelf-A1,DON_00085
BU-53575030,HOSP_D,B_POSITIVE,PLATELETS,2024-12-28,2025-01-02,USED,PASSED,Fridge-2,DON_00647
BU-8C227DA2,HOSP_B,O_POSITIVE,RBC,2024-11-19,2024-12-31,RECEIVED,FAILED,Fridge-1,DON_00034
BU-C1C43FA6,HOSP_A,A_NEGATIVE,PLASMA,2024-05-04,2025-05-04,RECEIVED,REVIEW_REQUIRED,Fridge-1,DON_00096
BU-F2768C74,BB_B,O_POSITIVE,RBC,2024-12-04,2025-01-15,AVAILABLE,PASSED,Shelf-B1,DON_00358
BU-10406549,BB_A,O_POSITIVE,PLASMA,2024-06-29,2025-06-29,RESERVED,PASSED,Fridge-3,DON_00255
BU-E9C8A95C,HOSP_E,A_POSITIVE,RBC,2024-12-27,2025-02-07,USED,PASSED,Shelf-C1,DON_00057
BU-1631A843,HOSP_A,AB_POSITIVE,PLASMA,2024-07-13,2025-07-13,USED,REVIEW_REQUIRED,Platelet-Agitator-1,DON_00607
BU-F9586A27,HOSP_B,O_NEGATIVE,WHOLE_BLOOD,2024-12-06,2025-01-10,AVAILABLE,PASSED,Shelf-A2,DON_00543
BU-6507F42D,BB_A,A_POSITIVE,RBC,2024-11-26,2025-01-07,AVAILABLE,PASSED,Shelf-A2,DON_00274
BU-D6E840EF,HOSP_A,O_POSITIVE,WHOLE_BLOOD,2024-12-12,2025-01-16,RESERVED,PENDING,Shelf-C1,DON_00378
BU-B5A60801,HOSP_C,AB_NEGATIVE,WHOLE_BLOOD,2024-12-05,2025-01-09,USED,PASSED,Shelf-A1,DON_00052
BU-91CBDA64,HOSP_B,O_POSITIVE,PLATELETS,2024-12-31,2025-01-05,USED,PASSED,Shelf-B1,DON_00214
BU-79DE4A31,HOSP_E,B_POSITIVE,RBC,2024-11-29,2025-01-10,AVAILABLE,PENDING,Platelet-Agitator-1,DON_00290
BU-59664617,HOSP_E,A_POSITIVE,WHOLE_BLOOD,2024-12-03,2025-01-07,USED,PASSED,Platelet-Agitator-1,DON_00380
BU-B6277CD4,BB_A,A_POSITIVE,WHOLE_BLOOD,2024-12-09,2025-01-13,AVAILABLE,PENDING,Shelf-B2,DON_00056
BU-2337AD07,HOSP_D,B_NEGATIVE,PLATELETS,2024-12-29,2025-01-03,AVAILABLE,PASSED,Fridge-2,DON_00124
BU-8B653669,BB_B,O_POSITIVE,RBC,2024-12-26,2025-02-06,QUARANTINED,REVIEW_REQUIRED,Shelf-C1,DON_00131
BU-7228EBE0,BB_A,O_NEGATIVE,PLASMA,2024-09-01,2025-09-01,USED,FAILED,Fridge-2,DON_00728
BU-AABFD272,BB_A,B_POSITIVE,WHOLE_BLOOD,2024-12-21,2025-01-25,EXPIRED,PASSED,Fridge-2,DON_00771
BU-935A34E2,HOSP_C,O_POSITIVE,WHOLE_BLOOD,2024-12-14,2025-01-18,USED,FAILED,Shelf-A2,DON_00017
BU-F22E9D5D,HOSP_D,O_POSITIVE,PLASMA,2024-02-09,2025-02-08,RECEIVED,PASSED,Fridge-3,DON_00780
BU-176DFE2F,HOSP_B,O_POSITIVE,PLATELETS,2024-12-27,2025-01-01,DISPATCHED,FAILED,Fridge-3,DON_00785
BU-119DB511,HOSP_C,O_POSITIVE,WHOLE_BLOOD,2024-12-04,2025-01-08,RECEIVED,PASSED,Platelet-Agitator-1,DON_00057
BU-1E6C654E,HOSP_B,B_POSITIVE,RBC,2024-12-27,2025-02-07,AVAILABLE,PASSED,Shelf-C1,DON_00198
BU-26763FEE,HOSP_A,A_POSITIVE,PLASMA,2024-12-20,2025-12-20,RESERVED,REVIEW_REQUIRED,Fridge-1,DON_00160
BU-F06F3981,HOSP_E,O_POSITIVE,WHOLE_BLOOD,2024-12-30,2025-02-03,EXPIRED,PASSED,Shelf-B2,DON_00156
BU-456534DE,HOSP_C,B_POSITIVE,PLASMA,2024-07-18,2025-07-18,QUARANTINED,FAILED,Shelf-A1,DON_00777
BU-0D69D11D,HOSP_C,A_POSITIVE,PLASMA,2024-02-29,2025-02-28,AVAILABLE,PASSED,Fridge-1,DON_00192
BU-25EAD55D,BB_A,B_NEGATIVE,RBC,2024-12-26,2025-02-06,USED,PASSED,Shelf-B2,DON_00637
BU-86FE4248,HOSP_A,O_NEGATIVE,PLASMA,2024-12-19,2025-12-19,DISPATCHED,PASSED,Fridge-3,DON_00036
BU-4BA1EBE6,BB_B,O_POSITIVE,PLATELETS,2024-12-27,2025-01-01,AVAILABLE,PASSED,Shelf-B2,DON_00790
BU-6EC359B3,BB_B,O_POSITIVE,WHOLE_BLOOD,2024-12-29,2025-02-02,RECEIVED,PASSED,Platelet-Agitator-1,DON_00158
BU-BB95E193,BB_A,O_POSITIVE,RBC,2024-11-21,2025-01-02,RESERVED,REVIEW_REQUIRED,Shelf-C1,DON_00466
BU-67DC4406,HOSP_E,A_POSITIVE,RBC,2024-11-21,2025-01-02,RECEIVED,PENDING,Platelet-Agitator-1,DON_00163
BU-AAFB2254,BB_B,O_NEGATIVE,PLATELETS,2024-12-30,2025-01-04,QUARANTINED,FAILED,Shelf-B1,DON_00020
BU-15F5C461,HOSP_B,A_POSITIVE,WHOLE_BLOOD,2024-11-26,2024-12-31,USED,FAILED,Shelf-B1,DON_00567
BU-EA44A94D,BB_B,O_POSITIVE,PLASMA,2024-03-13,2025-03-13,RECEIVED,PASSED,Fridge-2,DON_00603
BU-F8EEC8A0,HOSP_A,A_POSITIVE,RBC,2024-12-21,2025-02-01,AVAILABLE,PASSED,Shelf-C1,DON_00555
BU-D3C2D17D,HOSP_D,O_POSITIVE,PLATELETS,2024-12-28,2025-01-02,QUARANTINED,FAILED,Fridge-3,DON_00442
BU-C06A96E6,HOSP_A,O_POSITIVE,RBC,2024-12-28,2025-02-08,RESERVED,PENDING,Fridge-2,DON_00663
BU-C915E4BF,HOSP_C,O_NEGATIVE,PLASMA,2024-03-16,2025-03-16,QUARANTINED,FAILED,Fridge-3,DON_00084
BU-E6A78C9D,BB_B,A_POSITIVE,PLASMA,2024-01-29,2025-01-28,RESERVED,PASSED,Fridge-3,DON_00552
BU-EA747A3B,HOSP_D,B_NEGATIVE,PLATELETS,2024-12-31,2025-01-05,USED,REVIEW_REQUIRED,Shelf-A1,DON_00409
BU-FAF57B51,HOSP_E,AB_NEGATIVE,WHOLE_BLOOD,2024-12-27,2025-01-31,EXPIRED,PASSED,Shelf-C1,DON_00599
BU-FF76EFD6,BB_B,B_POSITIVE,PLASMA,2024-11-06,2025-11-06,AVAILABLE,REVIEW_REQUIRED,Shelf-C1,DON_00079
BU-9D84992B,BB_A,B_POSITIVE,WHOLE_BLOOD,2024-12-20,2025-01-24,RECEIVED,PASSED,Fridge-2,DON_00161
BU-7B9511CA,HOSP_B,A_POSITIVE,WHOLE_BLOOD,2024-12-11,2025-01-15,EXPIRED,PENDING,Fridge-3,DON_00350
BU-169EA6E9,HOSP_B,AB_POSITIVE,RBC,2024-12-04,2025-01-15,AVAILABLE,PASSED,Shelf-B2,DON_00152
BU-99843917,BB_A,O_POSITIVE,RBC,2024-12-12,2025-01-23,EXPIRED,PASSED,Shelf-C1,DON_00748
BU-149316DB,HOSP_B,A_POSITIVE,RBC,2024-12-31,2025-02-11,QUARANTINED,FAILED,Shelf-A1,DON_00183
BU-AD582E88,HOSP_D,B_POSITIVE,PLASMA,2024-04-22,2025-04-22,AVAILABLE,PASSED,Fridge-3,DON_00531
BU-02892496,HOSP_E,A_POSITIVE,PLATELETS,2024-12-30,2025-01-04,RESERVED,PASSED,Fridge-1,DON_00167
BU-9D645FE6,BB_B,O_POSITIVE,PLASMA,2024-01-31,2025-01-30,AVAILABLE,REVIEW_REQUIRED,Platelet-Agitator-1,DON_00407
BU-97243A72,HOSP_B,O_POSITIVE,PLASMA,2024-08-02,2025-08-02,RECEIVED,PASSED,Shelf-A2,DON_00677
BU-296EFBBF,BB_A,O_POSITIVE,RBC,2024-12-16,2025-01-27,AVAILABLE,PASSED,Fridge-2,DON_00282
BU-8EDAF660,HOSP_A,O_POSITIVE,WHOLE_BLOOD,2024-12-03,2025-01-07,QUARANTINED,FAILED,Shelf-B1,DON_00169
BU-D802CDCD,HOSP_A,A_POSITIVE,RBC,2024-12-06,2025-01-17,RESERVED,PASSED,Fridge-3,DON_00077
BU-2A4372B6,HOSP_E,O_POSITIVE,PLATELETS,2024-12-29,2025-01-03,EXPIRED,REVIEW_REQUIRED,Platelet-Agitator-1,DON_00701
BU-9D4A72CF,HOSP_D,O_POSITIVE,PLATELETS,2024-12-28,2025-01-02,AVAILABLE,PENDING,Fridge-2,DON_00145
BU-04DA339E,HOSP_C,A_POSITIVE,PLASMA,2024-07-21,2025-07-21,EXPIRED,PASSED,Shelf-B1,DON_00489
BU-F65DD7BC,HOSP_A,O_POSITIVE,WHOLE_BLOOD,2024-11-30,2025-01-04,AVAILABLE,PASSED,Shelf-C1,DON_00697
BU-B952F865,HOSP_B,AB_NEGATIVE,RBC,2024-12-29,2025-02-09,USED,PASSED,Fridge-3,DON_00517
BU-A792BF5A,HOSP_D,A_POSITIVE,PLATELETS,2024-12-30,2025-01-04,USED,PASSED,Fridge-1,DON_00198
BU-AE759526,HOSP_C,A_POSITIVE,PLATELETS,2024-12-30,2025-01-04,AVAILABLE,REVIEW_REQUIRED,Shelf-B1,DON_00605
BU-FF657DFE,BB_A,O_NEGATIVE,PLATELETS,2024-12-30,2025-01-04,DISPATCHED,FAILED,Shelf-A1,DON_00406
BU-2B32D9C7,HOSP_A,A_POSITIVE,WHOLE_BLOOD,2024-12-22,2025-01-26,QUARANTINED,REVIEW_REQUIRED,Fridge-2,DON_00672
BU-E44F236E,HOSP_C,A_POSITIVE,PLATELETS,2024-12-31,2025-01-05,RECEIVED,PASSED,Fridge-3,DON_00729
BU-F98622FA,BB_A,O_POSITIVE,WHOLE_BLOOD,2024-12-19,2025-01-23,RECEIVED,PASSED,Platelet-Agitator-1,DON_00663
BU-EB800767,HOSP_C,A_POSITIVE,WHOLE_BLOOD,2024-12-02,2025-01-06,RECEIVED,REVIEW_REQUIRED,Fridge-3,DON_00478
BU-10FABEA4,HOSP_B,B_POSITIVE,PLASMA,2024-01-15,2025-01-14,AVAILABLE,FAILED,Platelet-Agitator-1,DON_00380
BU-EE5985E1,HOSP_E,O_POSITIVE,RBC,2024-11-21,2025-01-02,AVAILABLE,PASSED,Shelf-A1,DON_00344
BU-005DF116,HOSP_C,A_POSITIVE,RBC,2024-12-17,2025-01-28,AVAILABLE,FAILED,Fridge-3,DON_00793
BU-44319E04,HOSP_D,O_POSITIVE,PLASMA,2024-10-30,2025-10-30,RESERVED,FAILED,Shelf-B2,DON_00304
BU-6DD07B30,HOSP_A,O_POSITIVE,PLATELETS,2024-12-29,2025-01-03,AVAILABLE,PASSED,Shelf-B2,DON_00619
BU-70F3F9E7,HOSP_B,B_POSITIVE,PLASMA,2024-11-01,2025-11-01,EXPIRED,PASSED,Fridge-2,DON_00131
BU-7E0F11DB,HOSP_E,B_NEGATIVE,WHOLE_BLOOD,2024-12-20,2025-01-24,RECEIVED,PASSED,Shelf-A2,DON_00005
BU-D4B10C7E,HOSP_C,AB_NEGATIVE,PLATELETS,2024-12-27,2025-01-01,RECEIVED,REVIEW_REQUIRED,Shelf-B2,DON_00513
BU-E4C7EFD6,HOSP_E,O_POSITIVE,PLASMA,2024-02-19,2025-02-18,USED,PENDING,Shelf-C1,DON_00363
BU-5AD68FE7,BB_A,A_POSITIVE,PLASMA,2024-08-26,2025-08-26,EXPIRED,PENDING,Platelet-Agitator-1,DON_00662
BU-023B5023,HOSP_E,B_POSITIVE,RBC,2024-12-05,2025-01-16,EXPIRED,PASSED,Shelf-A1,DON_00667
BU-F7383B31,HOSP_E,O_NEGATIVE,RBC,2024-12-09,2025-01-20,AVAILABLE,REVIEW_REQUIRED,Fridge-2,DON_00464
BU-72008C94,HOSP_C,O_NEGATIVE,WHOLE_BLOOD,2024-11-27,2025-01-01,RESERVED,REVIEW_REQUIRED,Shelf-A2,DON_00642
BU-F70C08FF,HOSP_C,O_POSITIVE,WHOLE_BLOOD,2024-12-11,2025-01-15,RESERVED,PASSED,Shelf-C1,DON_00654
BU-122574A0,HOSP_C,O_POSITIVE,PLASMA,2024-10-16,2025-10-16,RESERVED,REVIEW_REQUIRED,Fridge-1,DON_00363
BU-AF1C0289,BB_B,O_POSITIVE,PLASMA,2024-07-09,2025-07-09,EXPIRED,PASSED,Fridge-1,DON_00200
BU-C24A06FC,BB_A,B_POSITIVE,RBC,2024-11-27,2025-01-08,DISPATCHED,PASSED,Fridge-1,DON_00049
BU-BA4A3853,BB_B,O_POSITIVE,RBC,2024-12-14,2025-01-25,DISPATCHED,PASSED,Shelf-C1,DON_00650
BU-84786D8E,HOSP_A,A_POSITIVE,WHOLE_BLOOD,2024-11-29,2025-01-03,QUARANTINED,REVIEW_REQUIRED,Fridge-2,DON_00681
BU-E2AFE1AD,HOSP_E,O_POSITIVE,PLATELETS,2024-12-27,2025-01-01,AVAILABLE,PASSED,Shelf-B2,DON_00198
BU-065BE023,HOSP_D,O_POSITIVE,PLATELETS,2024-12-27,2025-01-01,AVAILABLE,FAILED,Fridge-1,DON_00451
BU-E6B29F29,HOSP_A,O_POSITIVE,RBC,2024-12-21,2025-02-01,RESERVED,PASSED,Shelf-B2,DON_00002
BU-B778DAB1,HOSP_B,B_NEGATIVE,WHOLE_BLOOD,2024-11-27,2025-01-01,AVAILABLE,PENDING,Fridge-1,DON_00339
BU-AB6E44F5,HOSP_A,A_POSITIVE,RBC,2024-12-22,2025-02-02,RECEIVED,PASSED,Shelf-A1,DON_00296
BU-150ADA84,BB_B,O_POSITIVE,PLASMA,2024-11-04,2025-11-04,RESERVED,PASSED,Shelf-A2,DON_00315
BU-3976616E,HOSP_E,B_POSITIVE,WHOLE_BLOOD,2024-12-20,2025-01-24,RECEIVED,FAILED,Fridge-2,DON_00382
BU-C91422C1,BB_B,O_POSITIVE,PLASMA,2024-07-03,2025-07-03,RESERVED,PASSED,Shelf-B2,DON_00670
BU-D952FF73,BB_B,O_POSITIVE,WHOLE_BLOOD,2024-12-01,2025-01-05,AVAILABLE,PENDING,Fridge-1,DON_00350
BU-9E451FB9,HOSP_B,AB_POSITIVE,RBC,2024-11-25,2025-01-06,QUARANTINED,REVIEW_REQUIRED,Shelf-C1,DON_00464
BU-E19C0003,HOSP_E,O_POSITIVE,RBC,2024-12-11,2025-01-22,EXPIRED,PASSED,Shelf-A2,DON_00757
BU-B289C125,HOSP_C,O_POSITIVE,WHOLE_BLOOD,2024-12-04,2025-01-08,DISPATCHED,PASSED,Shelf-A1,DON_00264
BU-16695A46,BB_B,A_POSITIVE,PLATELETS,2024-12-27,2025-01-01,EXPIRED,PASSED,Fridge-3,DON_00507
BU-F177B20B,HOSP_B,O_POSITIVE,PLASMA,2024-04-23,2025-04-23,AVAILABLE,FAILED,Shelf-B2,DON_00645
BU-CCA660FB,HOSP_E,O_POSITIVE,WHOLE_BLOOD,2024-12-15,2025-01-19,RECEIVED,PENDING,Shelf-A2,DON_00775
BU-687B8E7C,BB_B,A_POSITIVE,RBC,2024-12-07,2025-01-18,QUARANTINED,REVIEW_REQUIRED,Fridge-1,DON_00053
BU-A111F4C0,HOSP_A,O_POSITIVE,PLASMA,2024-08-28,2025-08-28,AVAILABLE,PENDING,Fridge-2,DON_00253
BU-12F9854A,BB_A,AB_POSITIVE,PLATELETS,2024-12-26,2024-12-31,AVAILABLE,FAILED,Shelf-B1,DON_00522
BU-D4944796,HOSP_E,O_POSITIVE,RBC,2024-12-16,2025-01-27,RESERVED,PASSED,Shelf-A1,DON_00719
BU-AFBD553D,HOSP_E,O_NEGATIVE,PLATELETS,2024-12-28,2025-01-02,AVAILABLE,PENDING,Fridge-2,DON_00248
BU-543A2DDC,BB_B,A_POSITIVE,PLATELETS,2024-12-30,2025-01-04,AVAILABLE,REVIEW_REQUIRED,Platelet-Agitator-1,DON_00215
BU-A7BC9523,HOSP_A,O_POSITIVE,PLASMA,2024-01-19,2025-01-18,RESERVED,REVIEW_REQUIRED,Shelf-B1,DON_00483
BU-76AB482C,HOSP_E,B_POSITIVE,RBC,2024-12-06,2025-01-17,AVAILABLE,PENDING,Shelf-B2,DON_00585
BU-4BFEEB99,HOSP_B,A_POSITIVE,WHOLE_BLOOD,2024-12-19,2025-01-23,AVAILABLE,PENDING,Shelf-B2,DON_00160
BU-2C3E35DA,BB_A,B_POSITIVE,WHOLE_BLOOD,2024-12-20,2025-01-24,USED,PENDING,Shelf-B2,DON_00572
BU-B0F094D4,HOSP_A,O_POSITIVE,PLASMA,2024-04-30,2025-04-30,RESERVED,PASSED,Shelf-B2,DON_00635
BU-7335F260,HOSP_C,B_POSITIVE,RBC,2024-11-23,2025-01-04,QUARANTINED,REVIEW_REQUIRED,Shelf-A2,DON_00076
BU-3204DD93,HOSP_C,O_POSITIVE,RBC,2024-12-13,2025-01-24,QUARANTINED,REVIEW_REQUIRED,Fridge-2,DON_00302
BU-7E4ED3D1,HOSP_D,AB_NEGATIVE,PLASMA,2024-01-12,2025-01-11,EXPIRED,PASSED,Fridge-1,DON_00122
BU-491FE543,HOSP_B,O_POSITIVE,RBC,2024-11-19,2024-12-31,DISPATCHED,FAILED,Shelf-A2,DON_00447
BU-5535B9E9,HOSP_C,O_POSITIVE,WHOLE_BLOOD,2024-12-19,2025-01-23,DISPATCHED,FAILED,Fridge-1,DON_00023
BU-50C10CAC,HOSP_B,A_POSITIVE,PLASMA,2024-09-15,2025-09-15,AVAILABLE,PASSED,Shelf-B1,DON_00725
BU-3C09F504,HOSP_B,O_POSITIVE,PLATELETS,2024-12-27,2025-01-01,USED,REVIEW_REQUIRED,Shelf-B1,DON_00252
BU-301766E1,HOSP_E,O_POSITIVE,PLASMA,2024-06-05,2025-06-05,QUARANTINED,FAILED,Shelf-B1,DON_00739
BU-198AFCDA,HOSP_D,AB_POSITIVE,PLASMA,2024-11-17,2025-11-17,RECEIVED,PASSED,Fridge-2,DON_00155
BU-62F0E1CF,HOSP_D,A_POSITIVE,PLATELETS,2024-12-26,2024-12-31,AVAILABLE,PASSED,Fridge-3,DON_00757
BU-F27B78B4,HOSP_E,O_POSITIVE,RBC,2024-12-19,2025-01-30,QUARANTINED,REVIEW_REQUIRED,Shelf-A2,DON_00269
BU-2FB74404,HOSP_A,B_POSITIVE,PLASMA,2024-06-01,2025-06-01,EXPIRED,PASSED,Shelf-A2,DON_00292
BU-4462BE8D,BB_A,A_POSITIVE,PLATELETS,2024-12-31,2025-01-05,RECEIVED,PASSED,Shelf-A2,DON_00630
BU-27075700,HOSP_D,B_NEGATIVE,PLASMA,2024-03-08,2025-03-08,DISPATCHED,PASSED,Fridge-2,DON_00511
BU-27C2689C,HOSP_B,A_POSITIVE,WHOLE_BLOOD,2024-12-26,2025-01-30,DISPATCHED,PASSED,Fridge-3,DON_00360
BU-5D737DBF,HOSP_A,A_POSITIVE,WHOLE_BLOOD,2024-11-30,2025-01-04,USED,FAILED,Shelf-B2,DON_00205
BU-DE0C046A,HOSP_D,A_POSITIVE,WHOLE_BLOOD,2024-12-22,2025-01-26,RESERVED,PASSED,Fridge-2,DON_00032
BU-AC89678E,HOSP_C,O_NEGATIVE,WHOLE_BLOOD,2024-12-07,2025-01-11,DISPATCHED,PASSED,Fridge-2,DON_00363
BU-D18A2620,HOSP_D,O_POSITIVE,PLASMA,2024-12-24,2025-12-24,AVAILABLE,PASSED,Shelf-A1,DON_00061
BU-0C641311,HOSP_C,O_POSITIVE,WHOLE_BLOOD,2024-11-29,2025-01-03,AVAILABLE,PASSED,Shelf-B1,DON_00106
BU-E18374CB,HOSP_E,O_POSITIVE,PLASMA,2024-08-30,2025-08-30,AVAILABLE,PASSED,Shelf-C1,DON_00085
BU-B6FB2308,BB_B,B_NEGATIVE,WHOLE_BLOOD,2024-11-26,2024-12-31,USED,PENDING,Shelf-A1,DON_00291
BU-04F4FB52,HOSP_A,B_POSITIVE,WHOLE_BLOOD,2024-12-14,2025-01-18,AVAILABLE,PASSED,Shelf-B1,DON_00288
BU-C0FF3321,HOSP_B,O_POSITIVE,WHOLE_BLOOD,2024-12-27,2025-01-31,AVAILABLE,PASSED,Fridge-2,DON_00108
BU-2551EC64,HOSP_B,AB_POSITIVE,PLATELETS,2024-12-29,2025-01-03,AVAILABLE,PASSED,Shelf-B2,DON_00273
BU-7119BEAA,HOSP_A,O_POSITIVE,PLATELETS,2024-12-28,2025-01-02,AVAILABLE,PENDING,Shelf-B1,DON_00792
BU-92116765,BB_B,B_POSITIVE,RBC,2024-12-10,2025-01-21,AVAILABLE,PENDING,Platelet-Agitator-1,DON_00371
BU-354D7DDA,HOSP_D,A_POSITIVE,WHOLE_BLOOD,2024-12-25,2025-01-29,RESERVED,PASSED,Fridge-3,DON_00213
BU-6C3E39D5,HOSP_C,O_POSITIVE,WHOLE_BLOOD,2024-11-29,2025-01-03,RECEIVED,PASSED,Fridge-2,DON_00770
BU-5D803A44,HOSP_A,O_POSITIVE,PLASMA,2024-06-04,2025-06-04,AVAILABLE,PASSED,Platelet-Agitator-1,DON_00740
BU-F0B1446B,BB_A,A_POSITIVE,WHOLE_BLOOD,2024-12-04,2025-01-08,QUARANTINED,REVIEW_REQUIRED,Shelf-B1,DON_00745
BU-7CD598B0,HOSP_E,O_POSITIVE,PLASMA,2024-02-16,2025-02-15,USED,PASSED,Fridge-3,DON_00648
BU-D81A5D44,HOSP_B,B_POSITIVE,PLASMA,2024-03-07,2025-03-07,USED,PASSED,Shelf-A1,DON_00757
BU-A7DA9A52,HOSP_A,O_POSITIVE,WHOLE_BLOOD,2024-12-10,2025-01-14,DISPATCHED,PASSED,Shelf-A2,DON_00176
BU-D90783A3,HOSP_D,AB_POSITIVE,PLASMA,2024-02-05,2025-02-04,DISPATCHED,PASSED,Shelf-A1,DON_00218
BU-D9725B5F,HOSP_E,A_POSITIVE,PLATELETS,2024-12-27,2025-01-01,QUARANTINED,FAILED,Platelet-Agitator-1,DON_00471
BU-1B1F07ED,BB_B,O_NEGATIVE,RBC,2024-11-27,2025-01-08,AVAILABLE,PASSED,Fridge-2,DON_00532
BU-E49B9966,BB_A,O_POSITIVE,WHOLE_BLOOD,2024-12-05,2025-01-09,DISPATCHED,PENDING,Shelf-A2,DON_00232
